,Unnamed: 0,Ticker,Short Name,Market Cap,Rank(Current Market Cap),Sector,Prim Exch Nm,Country,Cntry of Incorp,Best Analyst Rating,52Wk High,52Wk Low,52Wk Low Dt,52Wk High Dt,1Y Tot Ret (%),02/12/2019,01/01/2020,03/02/2020,02/03/2020,01/04/2020,01/05/2020,01/06/2020,01/07/2020,03/08/2020,01/09/2020,01/10/2020,02/11/2020,ratio_yearvar_meanprice,performance category,Value category,performance category_2
19,19,NVDA US Equity,NVIDIA CORP,333556383744.0,20.0,Technology,NASDAQ GS,UNITED STATES,US,4.4390244480000005,589.07,180.68,03/18/2020,09/02/2020,159.03,209.25,235.3,240.33,276.43,243.07,282.78,352.25,381.2,440.41,552.84,544.58,503.23,1.1499435667238431,pos_performers,High Value,5_Very_high_positive_performance
20,20,NESN SW Equity,NESTLE SA-REG,332420644864.0,21.0,"Consumer, Non-cyclical",SIX-SW,SWITZERLAND,CH,4.225806236,123.55,88.03,03/16/2020,07/30/2020,2.63,103.36,108.48,110.73,105.12,103.18,106.09,108.04,111.32,118.93,119.58,119.87,113.55,0.32090344438170526,pos_performers,High Value,3_moderate_positive_performance
21,21,600519 CH Equity,KWEICHOW MOUTA-A,331475353600.0,22.0,"Consumer, Non-cyclical",Shanghai,CHINA,CN,4.680850983,268.04,135.07,03/19/2020,09/02/2020,41.03,160.95,169.89,142.98,156.02,155.35,179.19,199.15,211.35,238.94,263.9,245.69,250.17,0.6722503560023257,pos_performers,High Value,4_high_positive_performance
22,22,SPY US Equity,SPDR S&P 500 ETF,325581373440.0,23.0,Funds,NYSE Arca,UNITED STATES,US,0.0,364.38,218.26,03/23/2020,11/09/2020,16.95,311.64,321.86,324.12,309.09,246.15,282.79,305.55,310.52,328.79,352.6,337.04,330.2,0.46629702022418124,pos_performers,High Value,3_moderate_positive_performance
23,23,HD US Equity,HOME DEPOT INC,300944654336.0,24.0,"Consumer, Cyclical",New York,UNITED STATES,US,4.1176471710000015,292.95,140.63,03/18/2020,08/27/2020,22.93,217.62,218.38,231.54,229.94,178.63,218.57,247.29,248.15,266.18,285.94,277.62,270.74,0.6323393067183283,pos_performers,High Value,4_high_positive_performance
24,24,ROG SW Equity,ROCHE HLDG-GENUS,296561016832.0,25.0,"Consumer, Non-cyclical",SIX-SW,SWITZERLAND,CH,4.466666698,379.84,280.59,03/16/2020,05/18/2020,4.2,305.82,325.09,336.61,329.05,329.47,349.25,346.09,351.95,352.92,350.03,343.06,329.62,0.29414960878842966,pos_performers,High Value,3_moderate_positive_performance
25,25,MC FP Equity,LVMH MOET HENNE,285900570624.0,26.0,"Consumer, Cyclical",EN Paris,FRANCE,FR,3.96875,576.29,301.45,03/16/2020,11/11/2020,24.18,439.18,464.48,438.77,420.48,354.68,387.27,421.72,441.1,437.42,473.42,481.19,471.69,0.6304392705585504,pos_performers,High Value,4_high_positive_performance
26,26,DIS US Equity,WALT DISNEY CO,261427855360.0,27.0,Communications,New York,UNITED STATES,US,4.354838848,153.41,79.07,03/18/2020,11/26/2019,-3.91,150.62,144.63,141.32,119.98,94.92,105.5,118.77,113.01,116.35,133.55,123.31,120.13,0.6019067667955389,neg_performers,High Value,2_moderate_negative_performance
27,27,601398 CH Equity,IND & COMM BK-A,256837025792.0,28.0,Financial,Shanghai,CHINA,CN,4.473684311,0.87,0.69,09/04/2020,01/06/2020,-8.7,0.83,0.84,0.77,0.77,0.73,0.73,0.72,0.71,0.71,0.73,0.72,0.74,0.24000000000000007,neg_performers,High Value,2_moderate_negative_performance
28,28,HAACU US Equity,HEALTH ASSURANCE,255510003712.0,29.0,Diversified,NASDAQ CM,UNITED STATES,US,0.0,10.44,10.15,11/13/2020,11/13/2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,no_data,High Value,no data
29,29,VZ US Equity,VERIZON COMMUNIC,251968569344.0,30.0,Communications,New York,UNITED STATES,US,3.599999905,62.22,48.84,03/25/2020,12/20/2019,5.63,59.96,61.4,58.05,57.32,52.92,56.83,55.78,54.67,57.24,59.16,59.45,57.7,0.23253388946819598,pos_performers,High Value,3_moderate_positive_performance
30,30,3690 HK Equity,MEITUAN-B,241630511104.0,31.0,Communications,Hong Kong,CHINA,KY,4.716980934,43.62,9.03,03/19/2020,11/09/2020,212.64,13.37,13.08,12.81,12.76,11.98,13.39,19.35,22.18,25.88,34.14,31.2,38.01,1.6726979649405602,pos_performers,High Value,5_Very_high_positive_performance
31,31,BAC US Equity,BANK OF AMERICA,238588772352.0,32.0,Financial,New York,UNITED STATES,US,4.0344829560000015,35.72,17.95,03/23/2020,12/27/2019,-15.95,33.43,35.22,32.97,29.37,19.77,23.08,24.61,23.26,24.99,25.71,24.1,24.08,0.6651486322093639,neg_performers,High Value,2_moderate_negative_performance
32,32,7203 JP Equity,TOYOTA MOTOR,234203824128.0,33.0,"Consumer, Cyclical",Tokyo,JAPAN,JP,4.043478489,72.98,53.6,03/13/2020,02/06/2020,-1.25,70.96,71.0,69.75,66.39,59.12,60.82,62.47,61.96,59.67,65.83,65.68,66.28,0.2981806059518162,neg_performers,High Value,2_moderate_negative_performance
33,33,IVV US Equity,ISHARES-C S&P500,234105290752.0,34.0,Funds,NYSE Arca,UNITED STATES,US,0.0,365.69,220.28,03/23/2020,11/09/2020,16.92,313.41,323.24,325.56,310.4,246.8,283.53,306.68,311.81,330.11,354.06,338.24,331.36,0.4622059758423394,pos_performers,High Value,3_moderate_positive_performance
34,34,KO US Equity,COCA-COLA CO/THE,231416856576.0,35.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.565217495,60.13,36.27,03/23/2020,02/21/2020,3.44,53.75,55.35,58.58,55.92,42.12,45.6,46.99,44.82,46.3,49.12,49.18,48.62,0.48012073446801373,pos_performers,High Value,3_moderate_positive_performance
35,35,CRM US Equity,SALESFORCE.COM,227399892992.0,36.0,Technology,New York,UNITED STATES,US,4.625,284.5,115.29,03/18/2020,09/02/2020,61.41,161.0,162.64,185.42,176.76,134.06,156.37,176.36,191.89,203.19,281.25,253.45,232.45,0.8771750963349518,pos_performers,High Value,4_high_positive_performance
36,36,CMCSA US Equity,COMCAST CORP-A,226661515264.0,37.0,Communications,NASDAQ GS,UNITED STATES,US,4.428571224,49.75,31.7,03/23/2020,11/16/2020,12.92,43.63,44.97,42.66,42.52,32.42,36.98,40.18,39.7,42.88,45.05,46.44,41.4,0.43421606559348885,pos_performers,High Value,3_moderate_positive_performance
37,37,PYPL US Equity,PAYPAL HOLDINGS,224894533632.0,38.0,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.617021084,215.83,82.07,03/23/2020,10/21/2020,81.9,106.21,108.17,116.51,112.86,91.38,120.61,154.53,177.43,197.07,208.93,196.94,187.76,0.9025641025641026,pos_performers,High Value,4_high_positive_performance
38,38,ADBE US Equity,ADOBE INC,221126459392.0,39.0,Technology,NASDAQ GS,UNITED STATES,US,4.333333492,536.88,255.13,03/18/2020,09/02/2020,55.16,302.75,329.81,358.0,360.28,301.21,343.84,389.68,439.81,447.97,527.95,499.51,444.94,0.7124269082863617,pos_performers,High Value,4_high_positive_performance
39,39,2318 HK Equity,PING AN,220079767552.0,40.0,Financial,Hong Kong,CHINA,CN,4.727272511000001,13.0,8.9,03/23/2020,01/20/2020,-1.2,11.44,11.82,11.28,11.19,9.71,10.28,9.99,10.0,10.49,10.57,10.26,10.23,0.3866100895803866,neg_performers,High Value,2_moderate_negative_performance
40,40,NOVN SW Equity,NOVARTIS AG-REG,214035873792.0,41.0,"Consumer, Non-cyclical",SIX-SW,SWITZERLAND,CH,4.3103446960000005,98.54,68.73,03/16/2020,02/13/2020,-8.11,91.12,95.14,94.66,85.74,81.54,85.64,86.37,87.57,84.19,86.95,87.51,79.45,0.3420277660917122,neg_performers,High Value,2_moderate_negative_performance
41,41,NFLX US Equity,NETFLIX INC,211663994880.0,42.0,Communications,NASDAQ GS,UNITED STATES,US,3.976744175,575.37,290.25,03/17/2020,07/13/2020,60.17,309.99,323.57,358.0,381.05,364.08,415.27,425.92,485.64,498.62,556.55,527.51,484.12,0.6669057680612516,pos_performers,High Value,4_high_positive_performance
42,42,OR FP Equity,L'OREAL,210769526784.0,43.0,"Consumer, Non-cyclical",EN Paris,FRANCE,FR,3.333333254,380.46,218.72,03/16/2020,11/12/2020,20.76,278.76,296.05,282.0,276.71,254.88,291.51,288.04,322.94,326.74,331.17,332.03,330.12,0.5374984422381922,pos_performers,High Value,4_high_positive_performance
43,43,PFE US Equity,PFIZER INC,207494938624.0,44.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,3.666666746,39.8,26.43,03/23/2020,11/09/2020,5.57,36.3,37.14,35.56,33.06,30.1,35.68,33.61,31.98,36.35,34.96,34.48,34.34,0.3879485443466485,pos_performers,High Value,3_moderate_positive_performance
44,44,T US Equity,AT&T INC,206440218624.0,45.0,Communications,New York,UNITED STATES,US,3.3225805760000005,39.55,26.08,03/23/2020,11/18/2019,-20.5,37.32,39.08,36.96,37.18,28.05,29.9,30.93,29.9,29.62,29.47,28.49,27.34,0.4206745783885071,neg_performers,High Value,1_high_negative_performance
45,45,NKE US Equity,NIKE INC -CL B,204250136576.0,46.0,"Consumer, Cyclical",New York,UNITED STATES,US,4.527777672,136.35,60.0,03/18/2020,11/09/2020,42.33,93.56,101.31,99.27,92.68,79.23,85.54,99.54,97.4,98.33,114.84,126.64,122.39,0.7567335409215925,pos_performers,High Value,4_high_positive_performance
46,46,MRK US Equity,MERCK & CO,202858168320.0,47.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.583333492,92.64,65.25,03/23/2020,12/20/2019,-2.15,87.04,90.95,87.34,81.37,73.8,77.67,79.56,78.12,82.54,84.43,81.64,76.71,0.3349878206630859,neg_performers,High Value,2_moderate_negative_performance
47,47,ABT US Equity,ABBOTT LABS,201464332288.0,48.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.304347992,115.14,61.61,03/23/2020,11/06/2020,33.72,84.51,86.86,87.06,81.61,76.57,89.85,93.01,91.64,100.68,106.55,108.64,107.48,0.5763867702743931,pos_performers,High Value,4_high_positive_performance
48,48,PEP US Equity,PEPSICO INC,201433972736.0,49.0,"Consumer, Non-cyclical",NASDAQ GS,UNITED STATES,US,4.3000001910000005,147.2,101.42,03/20/2020,02/18/2020,9.63,135.88,136.67,142.51,137.58,118.12,130.14,132.99,132.36,136.7,139.19,140.8,135.15,0.33951139924231644,pos_performers,High Value,3_moderate_positive_performance
49,49,939 HK Equity,CCB-H,192638926848.0,50.0,Financial,Hong Kong,CHINA,CN,4.6666665080000005,0.88,0.64,10/07/2020,01/03/2020,-3.16,0.8,0.86,0.77,0.83,0.8,0.82,0.81,0.81,0.73,0.71,0.65,0.71,0.30967741935483867,neg_performers,High Value,2_moderate_negative_performance
50,50,TMO US Equity,THERMO FISHER,190633263104.0,51.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.454545498,532.57,250.21,03/23/2020,11/06/2020,48.24,313.04,324.87,318.34,304.96,275.2,329.81,349.33,359.77,419.09,433.73,438.2,480.55,0.779481422350232,pos_performers,High Value,4_high_positive_performance
51,51,INTC US Equity,INTEL CORP,189286612992.0,52.0,Technology,NASDAQ GS,UNITED STATES,US,3.090909004,69.29,43.61,10/30/2020,01/24/2020,-19.88,57.66,59.85,64.42,58.18,51.88,57.47,61.86,58.81,48.3,50.79,52.24,44.46,0.46275828928399815,neg_performers,High Value,2_moderate_negative_performance
52,52,VTI US Equity,VANGUARD TL SK E,185365987328.0,53.0,Funds,NYSE Arca,UNITED STATES,US,0.0,187.52,109.49,03/23/2020,11/09/2020,18.25,158.57,163.62,164.96,156.67,122.96,141.81,154.75,157.44,166.96,178.85,171.73,168.73,0.4909991872263445,pos_performers,High Value,3_moderate_positive_performance
53,53,ASML NA Equity,ASML HOLDING NV,180887257088.0,54.0,Technology,EN Amsterdam,NETHERLANDS,NL,3.928571463,426.31,189.66,03/19/2020,11/16/2020,46.4,264.3,295.71,287.53,279.78,256.19,297.39,326.0,368.5,364.34,385.65,377.48,364.83,0.7342348165576441,pos_performers,High Value,4_high_positive_performance
54,54,CSCO US Equity,CISCO SYSTEMS,179562168320.0,55.0,Communications,NASDAQ GS,UNITED STATES,US,3.758620739,50.28,32.4,03/16/2020,02/12/2020,-6.39,44.7,47.96,46.53,41.17,38.33,40.92,46.3,46.06,47.16,42.03,38.8,35.9,0.415926801845462,neg_performers,High Value,2_moderate_negative_performance
55,55,RIL IN Equity,RELIANCE INDS,176844357632.0,56.0,Energy,Natl India,INDIA,IN,4.057142735,32.26,11.37,03/23/2020,09/30/2020,32.42,21.93,20.96,19.25,17.95,13.98,19.14,20.12,23.01,26.71,28.57,30.39,25.2,0.9381385427192097,pos_performers,High Value,4_high_positive_performance
56,56,VOO US Equity,VANGUARD S&P 500,176159571968.0,57.0,Funds,NYSE Arca,UNITED STATES,US,0.0,335.2,200.55,03/23/2020,11/09/2020,16.9,286.3,295.8,297.84,283.87,226.15,259.82,280.97,285.37,301.99,324.02,309.6,303.31,0.46766462906362877,pos_performers,High Value,3_moderate_positive_performance
57,57,ABBV US Equity,ABBVIE INC,173652017152.0,58.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.478260993999999,101.28,62.55,03/23/2020,07/17/2020,18.06,87.03,88.54,82.3,88.69,73.42,82.84,90.7,99.14,95.94,92.24,87.14,88.25,0.4400177991535935,pos_performers,High Value,3_moderate_positive_performance
58,58,ORCL US Equity,ORACLE CORP,172072255488.0,59.0,Technology,New York,UNITED STATES,US,3.571428537,62.6,39.71,03/12/2020,09/21/2020,2.06,55.43,52.98,53.09,50.9,48.71,51.79,53.06,55.49,55.98,57.66,59.68,56.45,0.4217929424771966,pos_performers,High Value,3_moderate_positive_performance
59,59,CVX US Equity,CHEVRON CORP,171249500160.0,60.0,Energy,New York,UNITED STATES,US,4.1724138260000005,122.72,51.6,03/19/2020,01/03/2020,-22.23,116.8,120.51,106.28,96.59,68.56,89.44,92.79,87.62,84.81,83.08,70.42,72.15,0.7836554795463936,neg_performers,High Value,1_high_negative_performance
60,60,PRX NA Equity,PROSUS NV,170298998784.0,61.0,Communications,EN Amsterdam,NETHERLANDS,NL,4.647058964,119.55,50.71,03/18/2020,11/09/2020,38.93,67.11,74.61,73.95,72.39,66.9,76.01,84.65,93.18,98.9,103.9,93.21,102.09,0.8204191081537393,pos_performers,High Value,4_high_positive_performance
61,61,PDD US Equity,PINDUODUO INC,170098851840.0,62.0,Communications,NASDAQ GS,CHINA,KY,3.957446814,155.61,30.2,03/16/2020,11/13/2020,238.06,36.04,37.82,35.79,37.51,35.9,45.43,65.76,85.45,96.03,91.36,74.43,91.62,2.0527048039937803,pos_performers,High Value,5_Very_high_positive_performance
62,62,QCOM US Equity,QUALCOMM INC,168598175744.0,63.0,Technology,NASDAQ GS,UNITED STATES,US,4.303030491,149.85,58.0,03/18/2020,11/09/2020,72.49,82.45,88.23,86.48,80.56,65.9,75.64,79.73,89.78,109.59,122.01,119.52,123.97,0.9807271368319899,pos_performers,High Value,4_high_positive_performance
63,63,COST US Equity,COSTCO WHOLESALE,167573995520.0,64.0,"Consumer, Cyclical",NASDAQ GS,UNITED STATES,US,4.142857075,389.5,271.28,02/28/2020,11/09/2020,27.98,297.39,293.92,302.0,309.14,286.78,301.92,308.29,304.75,329.32,351.38,358.46,364.39,0.3725674547106684,pos_performers,High Value,4_high_positive_performance
64,64,1288 HK Equity,ABC-H,165994070016.0,65.0,Financial,Hong Kong,CHINA,CN,4.548387051000001,0.45,0.31,10/07/2020,01/02/2020,-8.38,0.41,0.44,0.39,0.41,0.4,0.42,0.41,0.4,0.35,0.33,0.31,0.36,0.3628509719222463,neg_performers,High Value,2_moderate_negative_performance
65,65,600036 CH Equity,CHINA MERCH BK-A,164044619776.0,66.0,Financial,Shanghai,CHINA,CN,4.444444656,6.72,4.04,03/19/2020,11/12/2020,27.12,5.13,5.4,4.99,4.99,4.53,4.97,4.89,4.92,5.01,5.48,5.3,6.02,0.5218237871166639,pos_performers,High Value,4_high_positive_performance
66,66,DHR US Equity,DANAHER CORP,163138174976.0,67.0,"Consumer, Non-cyclical",New York,UNITED STATES,US,4.652173996,248.32,119.6,03/23/2020,11/09/2020,57.94,145.69,153.48,161.0,150.69,128.7,160.77,165.38,177.16,206.83,208.38,214.67,232.44,0.7337294971000242,pos_performers,High Value,4_high_positive_performance
67,67,000858 CH Equity,WULIANGYE YIBI-A,161625128960.0,68.0,"Consumer, Non-cyclical",Shenzhen,CHINA,CN,4.644444466,42.12,13.88,03/19/2020,11/11/2020,103.05,18.04,19.1,16.17,17.62,16.2,19.22,22.25,25.74,31.19,34.6,32.54,36.72,1.1710148933964546,pos_performers,High Value,5_Very_high_positive_performance
68,68,MCD US Equity,MCDONALDS CORP,161487896576.0,69.0,"Consumer, Cyclical",New York,UNITED STATES,US,4.411764622,231.91,124.23,03/18/2020,10/16/2020,14.06,195.18,197.61,215.18,202.55,158.17,182.66,187.41,184.66,194.4,212.69,219.59,212.56,0.5469089924068634,pos_performers,High Value,3_moderate_positive_performance
69,69,XOM US Equity,EXXON MOBIL CORP,161349419008.0,70.0,Energy,New York,UNITED STATES,US,3.0,71.37,30.11,03/23/2020,01/03/2020,-40.45,68.42,69.78,60.73,53.88,37.53,43.14,46.28,43.71,42.25,39.43,33.13,33.99,0.8651860135949815,neg_performers,High Value,1_high_negative_performance
70,70,ULVR LN Equity,UNILEVER PLC,161339719680.0,71.0,"Consumer, Non-cyclical",London,BRITAIN,GB,3.5789473060000003,64.34,43.84,03/16/2020,10/14/2020,1.18,58.75,57.67,59.56,55.33,49.51,51.29,53.8,54.14,60.9,59.27,61.96,57.8,0.3617753463337157,pos_performers,High Value,3_moderate_positive_performance
71,71,UNA NA Equity,UNILEVER NV,160972849152.0,72.0,"Consumer, Non-cyclical",EN Amsterdam,BRITAIN,NL,3.64516139,63.33,42.87,03/16/2020,02/17/2020,-4.32,58.99,57.45,58.58,54.25,47.83,50.08,51.93,53.48,60.11,58.11,60.75,57.41,0.3670119736311046,neg_performers,High Value,2_moderate_negative_performance
72,72,TMUS US Equity,T-MOBILE US INC,159678676992.0,73.0,Communications,NASDAQ GS,UNITED STATES,US,4.599999905,132.33,63.38,03/18/2020,11/16/2020,67.74,77.5,78.28,79.31,93.12,84.97,86.04,99.52,106.13,106.88,116.9,115.73,110.39,0.7165063172753017,pos_performers,High Value,4_high_positive_performance
73,73,NOVOB DC Equity,NOVO NORDISK-B,158511546368.0,74.0,"Consumer, Non-cyclical",Copenhagen,DENMARK,DK,3.702702761,73.85,49.22,03/16/2020,10/13/2020,12.14,55.9,58.06,61.25,60.27,60.71,63.54,65.12,65.46,65.41,66.01,69.45,65.07,0.3908231404958677,pos_performers,High Value,3_moderate_positive_performance
74,74,ACN US Equity,ACCENTURE PLC-A,155427045376.0,75.0,Technology,New York,IRELAND,IE,4.038461685,248.0,137.15,03/23/2020,11/09/2020,24.6,199.59,210.57,207.8,189.55,154.68,180.09,203.38,214.59,227.18,240.02,225.18,220.19,0.5379283570983736,pos_performers,High Value,4_high_positive_performance
75,75,AVGO US Equity,BROADCOM INC,154038157312.0,76.0,Technology,NASDAQ GS,UNITED STATES,US,4.545454502,393.89,155.67,03/18/2020,11/09/2020,26.77,310.72,316.02,305.23,284.97,223.63,259.7,289.99,312.73,321.23,359.54,368.6,351.25,0.771852327863895,pos_performers,High Value,4_high_positive_performance
76,76,NEE US Equity,NEXTERA ENERGY,152318017536.0,77.0,Utilities,New York,UNITED STATES,US,4.1818180080000005,83.34,43.7,03/23/2020,11/09/2020,31.94,57.81,60.54,66.7,67.09,54.56,56.76,63.91,61.56,69.4,69.28,70.69,75.13,0.6150265699546178,pos_performers,High Value,4_high_positive_performance
77,77,MDT US Equity,MEDTRONIC PLC,150062923776.0,78.0,"Consumer, Non-cyclical",New York,IRELAND,IE,4.428571224,122.15,72.13,03/18/2020,01/22/2020,2.25,110.91,113.45,117.99,102.62,84.11,95.14,97.11,92.32,97.33,107.52,102.3,102.43,0.490700849390548,pos_performers,High Value,3_moderate_positive_performance
78,78,AZN LN Equity,ASTRAZENECA PLC,148602372096.0,79.0,"Consumer, Non-cyclical",London,BRITAIN,GB,4.0,128.03,71.83,03/16/2020,07/20/2020,14.33,96.0,100.85,96.97,89.79,88.03,102.63,108.5,105.48,114.48,109.77,109.33,100.32,0.5518144253978645,pos_performers,High Value,3_moderate_positive_performance
79,79,CHTR US Equity,CHARTER COMMUN-A,148510146560.0,80.0,Communications,NASDAQ GS,UNITED STATES,US,4.375,663.7,345.67,03/18/2020,10/12/2020,35.82,470.33,485.08,532.05,497.13,424.03,509.64,541.3,521.91,589.7,617.24,635.11,588.43,0.595194909504909,pos_performers,High Value,4_high_positive_performance
